,Gene.Symbol,Protein.Id,Compartment,Swarup.Sharan,Ordureau.Alban,Park.Hankum,Itzhak.Daniel,Organism
28878,Tlk1,NO,Nucleus,0,0,0,0,mouse
28879,Tlk2,NO,Large Protein Complex,0,0,0,0,mouse
28880,Tln1,NO,Actin binding proteins,0,0,0,0,mouse
28881,Tln2,NO,Golgi,0,0,0,0,mouse
28882,Tlr5,NO,Plasma membrane,0,0,0,0,mouse
28883,Tlx1,NO,Nucleus,0,0,0,0,mouse
28884,Tlx2,NO,Nucleus,0,0,0,0,mouse
28885,Tlx3,NO,Nucleus,0,0,0,0,mouse
28886,Tm2d3,NO,ER,0,0,0,0,mouse
28887,Tm4sf1,NO,Plasma membrane,0,0,0,0,mouse
28888,Tm4sf20,NO,ER,0,0,0,0,mouse
28889,Tm6sf1,NO,Lysosome,0,0,0,0,mouse
28890,Tm6sf2,NO,Ergic/cisGolgi,0,0,0,0,mouse
28891,Tm7sf2,NO,ER,0,0,0,0,mouse
28892,Tm7sf3,NO,Plasma membrane,0,0,0,0,mouse
28893,Tm9sf1,NO,Golgi,0,0,0,0,mouse
28894,Tm9sf2,NO,Golgi,0,0,0,0,mouse
28895,Tm9sf3,NO,Golgi,0,0,0,0,mouse
28896,Tm9sf4,NO,Golgi,0,0,0,0,mouse
28897,Tma16,NO,Large Protein Complex,0,0,0,0,mouse
28898,Tma7,NO,Large Protein Complex,0,0,0,0,mouse
28899,Tmbim1,NO,Plasma membrane,0,0,0,0,mouse
28900,Tmbim4,NO,Golgi,0,0,0,0,mouse
28901,Tmbim6,NO,ER,0,0,0,0,mouse
28902,Tmc1,NO,Plasma membrane,0,0,0,0,mouse
28903,Tmc2,NO,Plasma membrane,0,0,0,0,mouse
28904,Tmc6,NO,ER,0,0,0,0,mouse
28905,Tmc8,NO,ER,0,0,0,0,mouse
28906,Tmcc1,NO,ER,0,0,0,0,mouse
28907,Tmcc2,NO,ER,0,0,0,0,mouse
28908,Tmcc3,NO,ER,0,0,0,0,mouse
28909,Tmco1,NO,ER-Membrane,0,0,0,0,mouse
28910,Tmed1,NO,Ergic/cisGolgi,0,0,0,0,mouse
28911,Tmed10,NO,Ergic/cisGolgi,0,0,0,0,mouse
28912,Tmed10-ps,NO,Ergic/cisGolgi,0,0,0,0,mouse
28913,Tmed2,NO,Ergic/cisGolgi,0,0,0,0,mouse
28914,Gm10698,NO,Ergic/cisGolgi,0,0,0,0,mouse
28915,Tmed3,NO,Golgi,0,0,0,0,mouse
28916,Tmed4,NO,ER,0,0,0,0,mouse
28917,Tmed5,NO,Golgi,0,0,0,0,mouse
28918,Tmed6,NO,ER,0,0,0,0,mouse
28919,Tmed7,NO,Golgi,0,0,0,0,mouse
28920,Tmed9,NO,Ergic/cisGolgi,0,0,0,0,mouse
28921,Tmeff1,NO,Plasma membrane,0,0,0,0,mouse
28922,Tmem100,NO,Endosome,0,0,0,0,mouse
28923,Tmem102,NO,Plasma membrane,0,0,0,0,mouse
28924,Tmem106a,NO,Plasma membrane,0,0,0,0,mouse
28925,Tmem106b,NO,Lysosome,0,0,0,0,mouse
28926,Tmem106c,NO,ER,0,0,0,0,mouse
28927,Tmem108,NO,Endosome,0,0,0,0,mouse
28928,Tmem109,NO,ER-Membrane,0,0,0,0,mouse
28929,Tmem11,NO,Mitochondria,0,0,0,0,mouse
28930,Tmem114,NO,Plasma membrane,0,0,0,0,mouse
28931,Tmem117,NO,Plasma membrane,0,0,0,0,mouse
28932,Tmem120a,NO,Nucleus,0,0,0,0,mouse
28933,Tmem120b,NO,Nucleus,0,0,0,0,mouse
28934,Tmem126a,NO,Mitochondria,0,0,0,0,mouse
28935,Tmem126b,NO,Mitochondria,0,0,0,0,mouse
28936,Tmem127,NO,Endosome,0,0,0,0,mouse
28937,Tmem129,NO,ER,0,0,0,0,mouse
28938,Tmem130,NO,Golgi,0,0,0,0,mouse
28939,Tmem131,NO,ER-Membrane,0,0,0,0,mouse
28940,Tmem132a,NO,Plasma membrane,0,0,0,0,mouse
28941,Tmem143,NO,Mitochondria,0,0,0,0,mouse
28942,Tmem147,NO,ER,0,0,0,0,mouse
28943,Tmem14c,NO,Mitochondria,0,0,0,0,mouse
28944,Tmem150a,NO,Plasma membrane,0,0,0,0,mouse
28945,Tmem161a,NO,ER,0,0,0,0,mouse
28946,Tmem161b,NO,ER,0,0,0,0,mouse
28947,Tmem163,NO,Endosome,0,0,0,0,mouse
28948,Tmem164,NO,ER-Membrane,0,0,0,0,mouse
28949,Tmem165,NO,Golgi,0,0,0,0,mouse
28950,Tmem167,NO,Golgi,0,0,0,0,mouse
28951,Tmem167b,NO,Golgi,0,0,0,0,mouse
28952,Tmem168,NO,Endosome,0,0,0,0,mouse
28953,Tmem17,NO,Plasma membrane,0,0,0,0,mouse
28954,Tmem170b,NO,Plasma membrane,0,0,0,0,mouse
28955,Tmem174,NO,ER,0,0,0,0,mouse
28956,Tmem175,NO,Lysosome,0,0,0,0,mouse
28957,Tmem176b,NO,Nucleus,0,0,0,0,mouse
28958,Tmem177,NO,Mitochondria,0,0,0,0,mouse
28959,Tmem178,NO,ER,0,0,0,0,mouse
28960,Tmem181a,NO,Ergic/cisGolgi,0,0,0,0,mouse
28961,Tmem184b,NO,Endosome,0,0,0,0,mouse
28962,Tmem184c,NO,Endosome,0,0,0,0,mouse
28963,Tmem185b,NO,Endosome,0,0,0,0,mouse
28964,Tmem186,NO,Mitochondria,0,0,0,0,mouse
28965,Tmem19,NO,ER,0,0,0,0,mouse
28966,Tmem192,NO,Lysosome,0,0,0,0,mouse
28967,Tmem199,NO,Ergic/cisGolgi,0,0,0,0,mouse
28968,Tmem201,NO,Nucleus,0,0,0,0,mouse
28969,Tmem203,NO,ER,0,0,0,0,mouse
28970,Tmem204,NO,Plasma membrane,0,0,0,0,mouse
28971,Tmem205,NO,ER-Membrane,0,0,0,0,mouse
28972,Tmem208,NO,ER,0,0,0,0,mouse
28973,Tmem209,NO,Nucleus,0,0,0,0,mouse
28974,Tmem214,NO,ER,0,0,0,0,mouse
28975,Tmem219,NO,Plasma membrane,0,0,0,0,mouse
28976,Tmem222,NO,Plasma membrane,0,0,0,0,mouse
28977,Tmem230,NO,Golgi,0,0,0,0,mouse
28978,Tmem230,NO,Plasma membrane,0,0,0,0,mouse
28979,Tmem231,NO,Plasma membrane,0,0,0,0,mouse
28980,Tmem235,NO,ER,0,0,0,0,mouse
28981,Tmem237,NO,Plasma membrane,0,0,0,0,mouse
28982,Tmem240,NO,Plasma membrane,0,0,0,0,mouse
28983,Tmem245,NO,ER-Membrane,0,0,0,0,mouse
28984,Tmem245,NO,ER,0,0,0,0,mouse
28985,Tmem248,NO,ER,0,0,0,0,mouse
28986,Tmem256,NO,Mitochondria,0,0,0,0,mouse
28987,Tmem258,NO,ER,0,0,0,0,mouse
28988,Tmem259,NO,ER,0,0,0,0,mouse
28989,Tmem263,NO,Mitochondria,0,0,0,0,mouse
28990,Tmem266,NO,Plasma membrane,0,0,0,0,mouse
28991,Tmem30a,NO,Plasma membrane,0,0,0,0,mouse
28992,Tmem30b,NO,Plasma membrane,0,0,0,0,mouse
28993,Tmem33,NO,ER-Membrane,0,0,0,0,mouse
28994,Tmem35a,NO,Peroxisome,0,0,0,0,mouse
28995,Tmem38b,NO,ER,0,0,0,0,mouse
28996,Tmem41a,NO,ER,0,0,0,0,mouse
28997,Tmem41b,NO,ER,0,0,0,0,mouse
28998,Tmem43,NO,ER-Membrane,0,0,0,0,mouse
28999,Tmem50a,NO,Endosome,0,0,0,0,mouse
29000,Tmem59,NO,Endosome,0,0,0,0,mouse
29001,Tmem59l,NO,Golgi,0,0,0,0,mouse
29002,Tmem63a,NO,Lysosome,0,0,0,0,mouse
29003,Tmem63b,NO,Endosome,0,0,0,0,mouse
29004,Tmem64,NO,ER,0,0,0,0,mouse
29005,Tmem65,NO,Mitochondria,0,0,0,0,mouse
29006,Tmem68,NO,ER,0,0,0,0,mouse
29007,Tmem70,NO,Mitochondria,0,0,0,0,mouse
29008,Tmem79,NO,Golgi,0,0,0,0,mouse
29009,Tmem87a,NO,Golgi,0,0,0,0,mouse
29010,Tmem87b,NO,Golgi,0,0,0,0,mouse
29011,Tmem88,NO,Plasma membrane,0,0,0,0,mouse
29012,Tmem9,NO,Endosome,0,0,0,0,mouse
29013,Tmem97,NO,ER-Membrane,0,0,0,0,mouse
29014,Tmem98,NO,Endosome,0,0,0,0,mouse
29015,Tmem9b,NO,Endosome,0,0,0,0,mouse
29016,Tmf1,NO,Golgi,0,0,0,0,mouse
29017,Tmlhe,NO,Mitochondria,0,0,0,0,mouse
29018,Tmod3,NO,Large Protein Complex,0,0,0,0,mouse
29019,Tmpo,NO,Nucleus,0,0,0,0,mouse
29020,Tmpo,NO,Nucleus,0,0,0,0,mouse
29021,Tmppe,NO,ER,0,0,0,0,mouse
29022,Tmprss3,NO,ER,0,0,0,0,mouse
29023,Tmprss3,NO,ER,0,0,0,0,mouse
29024,Tmprss5,NO,Plasma membrane,0,0,0,0,mouse
29025,Tmprss6,NO,Plasma membrane,0,0,0,0,mouse
29026,Tmprss7,NO,Plasma membrane,0,0,0,0,mouse
29027,Tmprss9,NO,Plasma membrane,0,0,0,0,mouse
29028,Tmtc1,NO,ER,0,0,0,0,mouse
29029,Tmtc2,NO,ER,0,0,0,0,mouse
29030,Tmtc3,NO,ER,0,0,0,0,mouse
29031,Tmtc4,NO,ER,0,0,0,0,mouse
29032,Tmub1,NO,ER,0,0,0,0,mouse
29033,Tmub2,NO,Endosome,0,0,0,0,mouse
29034,Tmx1,NO,ER,0,0,0,0,mouse
29035,Tmx2,NO,ER-Membrane,0,0,0,0,mouse
29036,Tmx3,NO,ER,0,0,0,0,mouse
29037,Tmx4,NO,Nucleus,0,0,0,0,mouse
29038,Tnc,NO,Endosome,0,0,0,0,mouse
29039,Tnfaip1,NO,Plasma membrane,0,0,0,0,mouse
29040,Tnfaip2,NO,Large Protein Complex,0,0,0,0,mouse
29041,Tnfaip8,NO,Cytoplasm,0,0,0,0,mouse
29042,Tnfaip8l1,NO,Cytoplasm,0,0,0,0,mouse
29043,Tnfrsf10b,NO,Plasma membrane,0,0,0,0,mouse
29044,Tnfrsf11a,NO,Plasma membrane,0,0,0,0,mouse
29045,Tnfrsf14,NO,Plasma membrane,0,0,0,0,mouse
29046,Tnfrsf1a,NO,ER,0,0,0,0,mouse
29047,Tnfrsf21,NO,Plasma membrane,0,0,0,0,mouse
29048,Tnfsf13,NO,Ergic/cisGolgi,0,0,0,0,mouse
29049,Tnfsf18,NO,Plasma membrane,0,0,0,0,mouse
29050,Tnk2,NO,Endosome,0,0,0,0,mouse
29051,Tnks1bp1,NO,Large Protein Complex,0,0,0,0,mouse
29052,Tnpo1,NO,Large Protein Complex,0,0,0,0,mouse
29053,Tnpo3,NO,Golgi,0,0,0,0,mouse
29054,Tnrc6a,NO,Large Protein Complex,0,0,0,0,mouse
29055,Tnrc6b,NO,Large Protein Complex,0,0,0,0,mouse
29056,Tns1,NO,Actin binding proteins,0,0,0,0,mouse
29057,Tns3,NO,Large Protein Complex,0,0,0,0,mouse
29058,Tns4,NO,Large Protein Complex,0,0,0,0,mouse
29059,Tob1,NO,Large Protein Complex,0,0,0,0,mouse
29060,Tob2,NO,Cytoplasm,0,0,0,0,mouse
29061,Toe1,NO,Nucleus,0,0,0,0,mouse
29062,Tollip,NO,Cytoplasm,0,0,0,0,mouse
29063,Tom1,NO,Endosome,0,0,0,0,mouse
29064,Tom1l1,NO,Endosome,0,0,0,0,mouse
29065,Tomm20,NO,Mitochondria,0,0,0,0,mouse
29066,Tomm20l,NO,Mitochondria,0,0,0,0,mouse
29067,Tomm22,NO,Mitochondria,0,0,0,0,mouse
29068,Tomm34,NO,Mitochondria,0,0,0,0,mouse
29069,Tomm40,NO,Mitochondria,0,0,0,0,mouse
29070,Tomm40l,NO,Mitochondria,0,0,0,0,mouse
29071,Tomm6,NO,Mitochondria,0,0,0,0,mouse
29072,Tomm7,NO,Mitochondria,0,0,0,0,mouse
29073,Tomm70a,NO,Mitochondria,0,0,0,0,mouse
29074,Top1,NO,Nucleus,0,0,0,0,mouse
29075,Top1mt,NO,Mitochondria,0,0,0,0,mouse
29076,Top2a,NO,Nucleus,0,0,0,0,mouse
29077,Top2b,NO,Nucleus,0,0,0,0,mouse
29078,Top3a,NO,Mitochondria,0,0,0,0,mouse
29079,Top3b,NO,Large Protein Complex,0,0,0,0,mouse
29080,Topaz1,NO,Cytoplasm,0,0,0,0,mouse
29081,Topbp1,NO,Large Protein Complex,0,0,0,0,mouse
29082,Topors,NO,Nucleus,0,0,0,0,mouse
29083,Tor1a,NO,ER-Membrane,0,0,0,0,mouse
29084,Tor1aip1,NO,Nuclear pore complex,0,0,0,0,mouse
29085,Tor1aip1,NO,Nucleus,0,0,0,0,mouse
29086,Tor1aip2,NO,ER-Membrane,0,0,0,0,mouse
29087,Tor1b,NO,ER-Lumen,0,0,0,0,mouse
29088,Tor2a,NO,ER,0,0,0,0,mouse
29089,Tor2a,NO,ER,0,0,0,0,mouse
29090,Tor3a,NO,ER-Lumen,0,0,0,0,mouse
29091,Tox,NO,Nucleus,0,0,0,0,mouse
29092,Tox2,NO,Nucleus,0,0,0,0,mouse
29093,Tox3,NO,Nucleus,0,0,0,0,mouse
29094,Tox4,NO,Nucleus,0,0,0,0,mouse
29095,Trp53bp1,NO,Nucleus,0,0,0,0,mouse
29096,Trp53bp2,NO,Large Protein Complex,0,0,0,0,mouse
29097,Trp53rka,NO,Large Protein Complex,0,0,0,0,mouse
29098,Trp53rkb,NO,Large Protein Complex,0,0,0,0,mouse
29099,Trp63,NO,Nucleus,0,0,0,0,mouse
29100,Tpbg,NO,Plasma membrane,0,0,0,0,mouse
29101,Tpcn1,NO,Lysosome,0,0,0,0,mouse
29102,Tpcn2,NO,Lysosome,0,0,0,0,mouse
29103,Tpd52,NO,Large Protein Complex,0,0,0,0,mouse
29104,Tpd52l1,NO,Large Protein Complex,0,0,0,0,mouse
29105,Tpd52l2,NO,Large Protein Complex,0,0,0,0,mouse
29106,Tpd52l2,NO,Endosome,0,0,0,0,mouse
29107,Tpi1,NO,Cytoplasm,0,0,0,0,mouse
29108,Tpm3,NO,Golgi,0,0,0,0,mouse
29109,Tpm3,NO,Golgi,0,0,0,0,mouse
29110,Tpmt,NO,Cytoplasm,0,0,0,0,mouse
29111,Tpp1,NO,Lysosome,0,0,0,0,mouse
29112,Tpp2,NO,Large Protein Complex,0,0,0,0,mouse
29113,Tpr,NO,Large Protein Complex,0,0,0,0,mouse
29114,Tprg,NO,Cytoplasm,0,0,0,0,mouse
29115,Tprgl,NO,Endosome,0,0,0,0,mouse
29116,Tprkb,NO,Large Protein Complex,0,0,0,0,mouse
29117,Tprn,NO,Large Protein Complex,0,0,0,0,mouse
29118,Tpst1,NO,Golgi,0,0,0,0,mouse
29119,Tpst2,NO,Golgi,0,0,0,0,mouse
29120,Tpt1,NO,Cytoplasm,0,0,0,0,mouse
29121,Tpte,NO,ER,0,0,0,0,mouse
29122,Tpx2,NO,Nucleus,0,0,0,0,mouse
29123,Tra2a,NO,Nucleus,0,0,0,0,mouse
29124,Tra2b,NO,Nucleus,0,0,0,0,mouse
29125,Trabd,NO,Mitochondrion-OM,0,0,0,0,mouse
29126,Trabd2b,NO,Plasma membrane,0,0,0,0,mouse
29127,Traf2,NO,Cytoplasm,0,0,0,0,mouse
29128,Traf4,NO,Large Protein Complex,0,0,0,0,mouse
29129,Traf5,NO,Cytoplasm,0,0,0,0,mouse
29130,Traf7,NO,Plasma membrane,0,0,0,0,mouse
29131,Trafd1,NO,Large Protein Complex,0,0,0,0,mouse
29132,Tram1,NO,ER,0,0,0,0,mouse
29133,Tram1,NO,ER,0,0,0,0,mouse
29134,Tram1l1,NO,ER,0,0,0,0,mouse
29135,Trap1,NO,Mitochondria,0,0,0,0,mouse
29136,Trap1,NO,Mitochondria,0,0,0,0,mouse
29137,Trappc1,NO,Golgi,0,0,0,0,mouse
29138,Trappc10,NO,Golgi,0,0,0,0,mouse
29139,Trappc11,NO,Golgi,0,0,0,0,mouse
29140,Trappc12,NO,Ergic/cisGolgi,0,0,0,0,mouse
29141,Trappc13,NO,Large Protein Complex,0,0,0,0,mouse
29142,Trappc2,NO,Ergic/cisGolgi,0,0,0,0,mouse
29143,Trappc2l,NO,Golgi,0,0,0,0,mouse
29144,Trappc3,NO,Golgi,0,0,0,0,mouse
29145,Trappc3l,NO,Golgi,0,0,0,0,mouse
29146,Trappc4,NO,Golgi,0,0,0,0,mouse
29147,Trappc5,NO,Golgi,0,0,0,0,mouse
29148,Trappc6a,NO,Golgi,0,0,0,0,mouse
29149,Trappc6b,NO,Golgi,0,0,0,0,mouse
29150,Trappc8,NO,Golgi,0,0,0,0,mouse
29151,Trappc9,NO,Golgi,0,0,0,0,mouse
29152,Trat1,NO,Plasma membrane,0,0,0,0,mouse
29153,Trdmt1,NO,Cytoplasm,0,0,0,0,mouse
29154,Treh,NO,Plasma membrane,0,0,0,0,mouse
29155,Treml2,NO,Plasma membrane,0,0,0,0,mouse
29156,Trerf1,NO,Nucleus,0,0,0,0,mouse
29157,Trex1,NO,ER,0,0,0,0,mouse
29158,Trex2,NO,Nucleus,0,0,0,0,mouse
29159,Trhr,NO,Plasma membrane,0,0,0,0,mouse
29160,Triap1,NO,Mitochondria,0,0,0,0,mouse
29161,Trib3,NO,Nucleus,0,0,0,0,mouse
29162,Trim10,NO,Cytoplasm,0,0,0,0,mouse
29163,Trim13,NO,ER,0,0,0,0,mouse
29164,Trim14,NO,Mitochondria,0,0,0,0,mouse
29165,Trim16,NO,Cytoplasm,0,0,0,0,mouse
29166,Trim2,NO,Cytoplasm,0,0,0,0,mouse
29167,Trim23,NO,Plasma membrane,0,0,0,0,mouse
29168,Trim25,NO,Large Protein Complex,0,0,0,0,mouse
29169,Trim26,NO,Large Protein Complex,0,0,0,0,mouse
29170,Trim27,NO,Large Protein Complex,0,0,0,0,mouse
29171,Trim28,NO,Nucleus,0,0,0,0,mouse
29172,Trim29,NO,Large Protein Complex,0,0,0,0,mouse
29173,Trim3,NO,Large Protein Complex,0,0,0,0,mouse
29174,Trim32,NO,Large Protein Complex,0,0,0,0,mouse
29175,Trim33,NO,Nucleus,0,0,0,0,mouse
29176,Trim47,NO,Golgi,0,0,0,0,mouse
29177,Trim50,NO,Cytoplasm,0,0,0,0,mouse
29178,Trim56,NO,Cytoplasm,0,0,0,0,mouse
29179,Trim59,NO,ER,0,0,0,0,mouse
29180,Trim6,NO,Cytoplasm,0,0,0,0,mouse
29181,Trim62,NO,Cytoplasm,0,0,0,0,mouse
29182,Trim66,NO,Nucleus,0,0,0,0,mouse
29183,Trio,NO,Large Protein Complex,0,0,0,0,mouse
29184,Triobp,NO,Golgi,0,0,0,0,mouse
29185,Trip10,NO,Large Protein Complex,0,0,0,0,mouse
29186,Trip11,NO,Golgi,0,0,0,0,mouse
29187,Trip12,NO,Nucleus,0,0,0,0,mouse
29188,Trip12,NO,Large Protein Complex,0,0,0,0,mouse
29189,Trip13,NO,Large Protein Complex,0,0,0,0,mouse
29190,Trip4,NO,Large Protein Complex,0,0,0,0,mouse
29191,Trip6,NO,Large Protein Complex,0,0,0,0,mouse
29192,Triqk,NO,ER,0,0,0,0,mouse
29193,Trit1,NO,Mitochondria,0,0,0,0,mouse
29194,Trmt1,NO,Golgi,0,0,0,0,mouse
29195,Trmt10a,NO,Nucleus,0,0,0,0,mouse
29196,Trmt10c,NO,Mitochondria,0,0,0,0,mouse
29197,Trmt11,NO,Mitochondria,0,0,0,0,mouse
29198,Trmt112,NO,Large Protein Complex,0,0,0,0,mouse
29199,Trmt1l,NO,Large Protein Complex,0,0,0,0,mouse
29200,Trmt2a,NO,Large Protein Complex,0,0,0,0,mouse
29201,Trmt2b,NO,Mitochondria,0,0,0,0,mouse
29202,Trmt44,NO,Cytoplasm,0,0,0,0,mouse
29203,Trmt5,NO,Mitochondria,0,0,0,0,mouse
29204,Trmt6,NO,Nucleus,0,0,0,0,mouse
29205,Trmt61a,NO,Nucleus,0,0,0,0,mouse
29206,Trmu,NO,Mitochondria,0,0,0,0,mouse
29207,Trnp1,NO,Nucleus,0,0,0,0,mouse
29208,Trnt1,NO,Mitochondria,0,0,0,0,mouse
29209,Troap,NO,Cytoplasm,0,0,0,0,mouse
29210,Trpa1,NO,Plasma membrane,0,0,0,0,mouse
29211,Trpc4,NO,Plasma membrane,0,0,0,0,mouse
29212,Trpc5,NO,Plasma membrane,0,0,0,0,mouse
29213,Trpc6,NO,Plasma membrane,0,0,0,0,mouse
29214,Trpm1,NO,Plasma membrane,0,0,0,0,mouse
29215,Trpm5,NO,Plasma membrane,0,0,0,0,mouse
29216,Trpm6,NO,Plasma membrane,0,0,0,0,mouse
29217,Trpm7,NO,ER,0,0,0,0,mouse
29218,Trps1,NO,Nucleus,0,0,0,0,mouse
29219,Trpv1,NO,Plasma membrane,0,0,0,0,mouse
29220,Trpv5,NO,Plasma membrane,0,0,0,0,mouse
29221,Trpv6,NO,Plasma membrane,0,0,0,0,mouse
29222,Trrap,NO,Nucleus,0,0,0,0,mouse
29223,Trub1,NO,Large Protein Complex,0,0,0,0,mouse
29224,Trub2,NO,Mitochondria,0,0,0,0,mouse
29225,Spacdr,NO,Nucleus,0,0,0,0,mouse
29226,Tsen15,NO,Nucleus,0,0,0,0,mouse
29227,Tsen2,NO,Nucleus,0,0,0,0,mouse
29228,Tsen34,NO,Nucleus,0,0,0,0,mouse
29229,Tsen54,NO,Nucleus,0,0,0,0,mouse
29230,Tsfm,NO,Mitochondria,0,0,0,0,mouse
29231,Tsg101,NO,Large Protein Complex,0,0,0,0,mouse
29232,Tshr,NO,Plasma membrane,0,0,0,0,mouse
29233,Tshz1,NO,Nucleus,0,0,0,0,mouse
29234,Tshz2,NO,Nucleus,0,0,0,0,mouse
29235,Tshz3,NO,Nucleus,0,0,0,0,mouse
29236,Tsku,NO,Endosome,0,0,0,0,mouse
29237,Tsn,NO,Large Protein Complex,0,0,0,0,mouse
29238,Tsnax,NO,Large Protein Complex,0,0,0,0,mouse
29239,Tspan1,NO,Lysosome,0,0,0,0,mouse
29240,Tspan12,NO,Plasma membrane,0,0,0,0,mouse
29241,Tspan13,NO,Ergic/cisGolgi,0,0,0,0,mouse
29242,Tspan14,NO,Plasma membrane,0,0,0,0,mouse
29243,Tspan3,NO,Lysosome,0,0,0,0,mouse
29244,Tspan31,NO,Ergic/cisGolgi,0,0,0,0,mouse
29245,Tspan4,NO,Plasma membrane,0,0,0,0,mouse
29246,Tspan5,NO,Plasma membrane,0,0,0,0,mouse
29247,Tspan9,NO,Plasma membrane,0,0,0,0,mouse
29248,Tspo,NO,Mitochondria,0,0,0,0,mouse
29249,Tspo,NO,Mitochondria,0,0,0,0,mouse
29250,Tspo2,NO,ER,0,0,0,0,mouse
29251,Tspyl1,NO,Nucleus,0,0,0,0,mouse
29252,Tsr1,NO,Nucleus,0,0,0,0,mouse
29253,Tsr3,NO,Large Protein Complex,0,0,0,0,mouse
29254,Tst,NO,Mitochondria,0,0,0,0,mouse
29255,Ttbk1,NO,Cytoplasm,0,0,0,0,mouse
29256,Ttc1,NO,Plasma membrane,0,0,0,0,mouse
29257,Ttc13,NO,ER-Lumen,0,0,0,0,mouse
29258,Ttc17,NO,ER-Lumen,0,0,0,0,mouse
29259,Ttc19,NO,Mitochondria,0,0,0,0,mouse
29260,Ttc21b,NO,Large Protein Complex,0,0,0,0,mouse
29261,Ttc27,NO,Large Protein Complex,0,0,0,0,mouse
29262,Ttc3,NO,Ergic/cisGolgi,0,0,0,0,mouse
29263,Ttc39c,NO,Large Protein Complex,0,0,0,0,mouse
29264,Ttc4,NO,Endosome,0,0,0,0,mouse
29265,Ttc5,NO,Endosome,0,0,0,0,mouse
29266,Ttc7,NO,Large Protein Complex,0,0,0,0,mouse
29267,Ttf2,NO,Large Protein Complex,0,0,0,0,mouse
29268,Tti1,NO,Cytoplasm,0,0,0,0,mouse
29269,Tti2,NO,Large Protein Complex,0,0,0,0,mouse
29270,Ttk,NO,Large Protein Complex,0,0,0,0,mouse
29271,Ttll12,NO,Large Protein Complex,0,0,0,0,mouse
29272,Ttpa,NO,Cytoplasm,0,0,0,0,mouse
29273,Ttyh1,NO,Plasma membrane,0,0,0,0,mouse
29274,Ttyh2,NO,Plasma membrane,0,0,0,0,mouse
29275,Ttyh3,NO,Plasma membrane,0,0,0,0,mouse
29276,Tuba1b,NO,Large Protein Complex,0,0,0,0,mouse
29277,Tuba1c,NO,Large Protein Complex,0,0,0,0,mouse
29278,Tuba4a,NO,Large Protein Complex,0,0,0,0,mouse
29279,Tubb5,NO,Large Protein Complex,0,0,0,0,mouse
29280,Tubb2b,NO,Large Protein Complex,0,0,0,0,mouse
29281,Tubb3,NO,Mitochondria,0,0,0,0,mouse
29282,Tubb4b,NO,Large Protein Complex,0,0,0,0,mouse
29283,Tubb6,NO,Large Protein Complex,0,0,0,0,mouse
29284,Tubg1,NO,Large Protein Complex,0,0,0,0,mouse
29285,Tubgcp2,NO,Large Protein Complex,0,0,0,0,mouse
29286,Tubgcp3,NO,Large Protein Complex,0,0,0,0,mouse
29287,Tubgcp4,NO,Large Protein Complex,0,0,0,0,mouse
29288,Tubgcp5,NO,Large Protein Complex,0,0,0,0,mouse
29289,Tubgcp6,NO,Large Protein Complex,0,0,0,0,mouse
29290,Tufm,NO,Mitochondria,0,0,0,0,mouse
29291,Tulp4,NO,Cytoplasm,0,0,0,0,mouse
29292,Tusc3,NO,ER,0,0,0,0,mouse
29293,Tut1,NO,Nucleus,0,0,0,0,mouse
29294,Tvp23b,NO,Ergic/cisGolgi,0,0,0,0,mouse
29295,Twf1,NO,Large Protein Complex,0,0,0,0,mouse
29296,Twf2,NO,Golgi,0,0,0,0,mouse
29297,Twist1,NO,Nucleus,0,0,0,0,mouse
29298,Twnk,NO,Mitochondria,0,0,0,0,mouse
29299,Txlna,NO,Large Protein Complex,0,0,0,0,mouse
29300,Txlng,NO,Large Protein Complex,0,0,0,0,mouse
29301,Txn1,NO,Large Protein Complex,0,0,0,0,mouse
29302,Txn2,NO,Mitochondria,0,0,0,0,mouse
29303,Txndc11,NO,ER,0,0,0,0,mouse
29304,Txndc11,NO,ER,0,0,0,0,mouse
29305,Txndc12,NO,ER,0,0,0,0,mouse
29306,Txndc15,NO,Plasma membrane,0,0,0,0,mouse
29307,Txndc17,NO,Cytoplasm,0,0,0,0,mouse
29308,Txndc2,NO,Cytoplasm,0,0,0,0,mouse
29309,Txndc5,NO,ER,0,0,0,0,mouse
29310,Txndc9,NO,Large Protein Complex,0,0,0,0,mouse
29311,Txnip,NO,Cytoplasm,0,0,0,0,mouse
29312,Txnl1,NO,Large Protein Complex,0,0,0,0,mouse
29313,Txnl4a,NO,Nucleus,0,0,0,0,mouse
29314,Txnl4b,NO,Nucleus,0,0,0,0,mouse
29315,Txnrd1,NO,Mitochondria,0,0,0,0,mouse
29316,Txnrd2,NO,Mitochondria,0,0,0,0,mouse
29317,Tyk2,NO,Plasma membrane,0,0,0,0,mouse
29318,Tymp,NO,Large Protein Complex,0,0,0,0,mouse
29319,Tyms,NO,Large Protein Complex,0,0,0,0,mouse
29320,Tyro3,NO,Plasma membrane,0,0,0,0,mouse
29321,Tyrobp,NO,Plasma membrane,0,0,0,0,mouse
29322,Tysnd1,NO,Peroxisome,0,0,0,0,mouse
29323,Tyw1,NO,ER-Membrane,0,0,0,0,mouse
29324,U2af2,NO,Nucleus,0,0,0,0,mouse
29325,U2surp,NO,Nucleus,0,0,0,0,mouse
29326,Uaca,NO,Large Protein Complex,0,0,0,0,mouse
